median_p4 median_p5 median_p6 satellite time_mjd
0.0204 0.0161 0.00539 13 57744.999222407
0.0197 0.0158 0.00539 13 57745.999222407
0.0197 0.0161 0.00528 13 57746.999222407
0.0191 0.0159 0.00525 13 57747.999222407
0.0191 0.0159 0.00525 13 57748.999222407
0.0191 0.0161 0.00535 13 57749.999222407
0.0204 0.0163 0.00549 13 57750.999222407
0.0204 0.0163 0.00552 13 57751.999222407
0.0197 0.0167 0.00554 13 57752.999222407
0.021 0.0165 0.00552 13 57753.999222407
0.0204 0.0169 0.00552 13 57754.999222407
0.0204 0.0167 0.005509999999999999 13 57755.999222407
0.0204 0.0169 0.00554 13 57756.999222407
0.021 0.0165 0.00559 13 57757.999222407
0.0204 0.0163 0.00549 13 57758.999222407
0.0204 0.0165 0.00556 13 57759.999222407
0.0197 0.0167 0.00552 13 57760.999222407
0.0204 0.017 0.00556 13 57761.999222407
0.02005 0.0167 0.00562 13 57762.999222407
0.021 0.0171 0.005705 13 57763.999222407
0.021 0.0173 0.00572 13 57764.999222407
0.0217 0.0172 0.00572 13 57765.999222407
0.0217 0.0177 0.00583 13 57766.999222407
0.02135 0.0174 0.00583 13 57767.999222407
0.021 0.0171 0.0058 13 57768.999222407
0.021 0.0173 0.00569 13 57769.999222407
0.0204 0.017 0.00572 13 57770.999222407
0.021 0.0169 0.00566 13 57771.999222407
0.021 0.0171 0.00559 13 57772.999222407
0.0204 0.0165 0.00556 13 57773.999222407
0.0204 0.0167 0.00556 13 57774.999222407
0.0204 0.0169 0.00559 13 57775.999222407
0.021 0.0171 0.005605000000000001 13 57776.999222407
0.021 0.0171 0.00572 13 57777.999222407
0.0204 0.017 0.00569 13 57778.999222407
0.0204 0.0169 0.00554 13 57779.999222407
0.021 0.0169 0.00562 13 57780.999222407
0.0204 0.0169 0.00569 13 57781.999222407
0.021 0.0171 0.00572 13 57782.999222407
0.0204 0.0167 0.00559 13 57783.999222407
0.021 0.0167 0.00559 13 57784.999222407
0.0204 0.0165 0.00566 13 57785.999222407
0.0204 0.0163 0.00556 13 57786.999222407
0.021 0.0171 0.00562 13 57787.999222407
0.0204 0.0169 0.0056500000000000005 13 57788.999222407
0.0204 0.0169 0.00562 13 57789.999222407
0.020700000000000003 0.0171 0.00576 13 57790.999222407
0.021 0.0173 0.00576 13 57791.999222407
0.0217 0.0175 0.00576 13 57792.999222407
0.0217 0.0171 0.00576 13 57793.999222407
0.02135 0.0173 0.00583 13 57794.999222407
0.021 0.0177 0.00586 13 57795.999222407
0.021 0.0173 0.00583 13 57796.999222407
0.021 0.0176 0.00579 13 57797.999222407
0.0217 0.0177 0.0058449999999999995 13 57798.999222407
0.0217 0.0175 0.00586 13 57799.999222407
0.021 0.0175 0.00579 13 57800.999222407
0.021 0.0171 0.005705 13 57801.999222407
0.021 0.0173 0.00579 13 57802.999222407
0.021 0.0175 0.00579 13 57803.999222407
0.0217 0.0173 0.00576 13 57804.999222407
0.021 0.0173 0.00583 13 57805.999222407
0.0217 0.0173 0.00583 13 57806.999222407
0.021 0.0171 0.00569 13 57807.999222407
0.021 0.0173 0.00576 13 57808.999222407
0.021 0.0173 0.00583 13 57809.999222407
0.021 0.0173 0.00579 13 57810.999222407
0.021 0.0177 0.00583 13 57811.999222407
0.0217 0.0173 0.00579 13 57812.999222407
0.0204 0.0171 0.00559 13 57813.999222407
0.0204 0.0168 0.00562 13 57814.999222407
0.021 0.0171 0.00566 13 57815.999222407
0.0217 0.0171 0.00572 13 57816.999222407
0.021 0.0173 0.00576 13 57817.999222407
0.021 0.0173 0.00579 13 57818.999222407
0.021 0.0173 0.00583 13 57819.999222407
0.021 0.0177 0.00583 13 57820.999222407
0.021 0.0175 0.00586 13 57821.999222407
0.0217 0.0179 0.00596 13 57822.999222407
0.0217 0.0177 0.006 13 57823.999222407
0.0223 0.0177 0.00589 13 57824.999222407
0.0217 0.0179 0.00586 13 57825.999222407
0.021 0.0175 0.00589 13 57826.999222407
0.0217 0.0177 0.00591 13 57827.999222407
0.0223 0.0179 0.00593 13 57828.999222407
0.0217 0.0179 0.006 13 57829.999222407
0.0223 0.0179 0.00596 13 57830.999222407
0.0217 0.0181 0.00603 13 57831.999222407
0.0217 0.0179 0.00583 13 57832.999222407
0.0217 0.0173 0.00572 13 57833.999222407
0.021 0.0175 0.00579 13 57834.999222407
0.021 0.0173 0.00572 13 57835.999222407
0.021 0.0175 0.005775000000000001 13 57836.999222407
0.0217 0.0179 0.00586 13 57837.999222407
0.0217 0.0174 0.00583 13 57838.999222407
0.0204 0.0173 0.00576 13 57839.999222407
0.02135 0.0172 0.00569 13 57840.999222407
0.021 0.0173 0.00572 13 57841.999222407
0.0204 0.0171 0.00569 13 57842.999222407
0.021 0.0167 0.00569 13 57843.999222407
0.0204 0.0167 0.00566 13 57844.999222407
0.0217 0.0169 0.00569 13 57845.999222407
0.021 0.0169 0.00562 13 57846.999222407
0.021 0.0167 0.00556 13 57847.999222407
0.021 0.0171 0.00562 13 57848.999222407
0.021 0.0167 0.00562 13 57849.999222407
0.021 0.0171 0.00566 13 57850.999222407
0.020700000000000003 0.0173 0.00569 13 57851.999222407
0.0204 0.0171 0.0056749999999999995 13 57852.999222407
0.021 0.0173 0.00572 13 57853.999222407
0.021 0.0173 0.005730000000000001 13 57854.999222407
0.02135 0.0175 0.00576 13 57855.999222407
0.0217 0.0175 0.00583 13 57856.999222407
0.0223 0.0177 0.005945000000000001 13 57857.999222407
0.0217 0.0179 0.00598 13 57858.999222407
0.0223 0.0183 0.00606 13 57859.999222407
0.0223 0.0181 0.00606 13 57860.999222407
0.0217 0.0179 0.006 13 57861.999222407
0.0223 0.0178 0.00581 13 57862.999222407
0.0223 0.0175 0.00583 13 57863.999222407
0.0217 0.0169 0.00562 13 57864.999222407
0.020700000000000003 0.0166 0.00556 13 57865.999222407
0.0197 0.0169 0.00552 13 57866.999222407
0.0204 0.0165 0.00556 13 57867.999222407
0.0204 0.0168 0.00559 13 57868.999222407
0.0204 0.0165 0.00559 13 57869.999222407
0.0197 0.0165 0.00552 13 57870.999222407
0.021 0.0169 0.00566 13 57871.999222407
0.021 0.0171 0.00576 13 57872.999222407
0.021 0.0169 0.005705 13 57873.999222407
0.021 0.0171 0.00572 13 57874.999222407
0.021 0.0173 0.005705 13 57875.999222407
0.0217 0.0173 0.00576 13 57876.999222407
0.021 0.0173 0.00572 13 57877.999222407
0.0217 0.0173 0.00572 13 57878.999222407
0.020700000000000003 0.0173 0.00576 13 57879.999222407
0.0204 0.0171 0.00576 13 57880.999222407
0.0217 0.0175 0.00583 13 57881.999222407
0.0217 0.0176 0.00579 13 57882.999222407
0.0217 0.0173 0.00583 13 57883.999222407
0.0217 0.0179 0.00589 13 57884.999222407
0.022 0.0179 0.00598 13 57885.999222407
0.0223 0.0183 0.00604 13 57886.999222407
0.0217 0.0179 0.00603 13 57887.999222407
0.021 0.0173 0.00583 13 57888.999222407
0.0217 0.0175 0.005775000000000001 13 57889.999222407
0.021 0.0179 0.00586 13 57890.999222407
0.021 0.0175 0.00589 13 57891.999222407
0.021 0.0175 0.00576 13 57892.999222407
0.021 0.0175 0.00586 13 57893.999222407
0.021 0.0175 0.00583 13 57894.999222407
0.02135 0.0173 0.00589 13 57895.999222407
0.021 0.0175 0.00589 13 57896.999222407
0.0217 0.0175 0.00589 13 57897.999222407
0.0217 0.0175 0.00583 13 57898.999222407
0.0217 0.0175 0.00583 13 57899.999222407
0.0204 0.0165 0.00562 13 57900.999222407
0.0204 0.0169 0.0056749999999999995 13 57901.999222407
0.0171 0.0167 0.004965000000000001 15 57902.999222407
0.0177 0.0169 0.00501 15 57903.999222407
0.0171 0.0171 0.00508 15 57904.999222407
0.0177 0.0169 0.00508 15 57905.999222407
0.0177 0.0167 0.00498 15 57906.999222407
0.01805 0.0169 0.00501 15 57907.999222407
0.0171 0.0171 0.00503 15 57908.999222407
0.0177 0.0171 0.00501 15 57909.999222407
0.0184 0.0173 0.00512 15 57910.999222407
0.0177 0.0173 0.00512 15 57911.999222407
0.0177 0.0171 0.00512 15 57912.999222407
0.0184 0.0175 0.00515 15 57913.999222407
0.0177 0.0177 0.00522 15 57914.999222407
0.0184 0.0177 0.0052 15 57915.999222407
0.0177 0.0174 0.00515 15 57916.999222407
0.0171 0.0171 0.00518 15 57917.999222407
0.0177 0.0177 0.00518 15 57918.999222407
0.0184 0.0177 0.0052 15 57919.999222407
0.0177 0.0175 0.00508 15 57920.999222407
0.0177 0.0171 0.00508 15 57921.999222407
0.0171 0.0172 0.00505 15 57922.999222407
0.0177 0.0175 0.00518 15 57923.999222407
0.0177 0.0173 0.00518 15 57924.999222407
0.0177 0.0175 0.00518 15 57925.999222407
0.0217 0.0181 0.00598 13 57926.999222407
0.0223 0.0179 0.00596 13 57927.999222407
0.0217 0.0175 0.00583 13 57928.999222407
0.021 0.0173 0.00576 13 57929.999222407
0.021 0.0171 0.00579 13 57930.999222407
0.0204 0.0171 0.00569 13 57931.999222407
0.021 0.0171 0.005705 13 57932.999222407
0.02135 0.0175 0.00576 13 57933.999222407
0.0217 0.0175 0.00583 13 57934.999222407
0.020700000000000003 0.0177 0.00586 13 57935.999222407
0.0217 0.0175 0.00586 13 57936.999222407
0.021 0.0174 0.0058449999999999995 13 57937.999222407
0.0217 0.0177 0.00589 13 57938.999222407
0.0217 0.0177 0.00596 13 57939.999222407
0.0223 0.0175 0.00593 13 57940.999222407
0.0217 0.0179 0.00596 13 57941.999222407
0.021 0.0178 0.00598 13 57942.999222407
0.0217 0.0179 0.00593 13 57943.999222407
0.0217 0.0177 0.00583 13 57944.999222407
0.0217 0.0177 0.00589 13 57945.999222407
0.022 0.0179 0.00589 13 57946.999222407
0.241 0.0233 0.0061 13 57947.999222407
0.1345 0.02 0.00606 13 57948.999222407
0.0269 0.0167 0.00569 13 57949.999222407
0.0204 0.0161 0.00535 13 57950.999222407
0.021 0.0171 0.00566 13 57951.999222407
0.021 0.0175 0.00583 13 57952.999222407
0.0217 0.0177 0.00593 13 57953.999222407
0.021 0.0177 0.00591 13 57954.999222407
0.0217 0.0175 0.00586 13 57955.999222407
0.0217 0.0169 0.0056749999999999995 13 57956.999222407
0.023 0.0169 0.0056749999999999995 13 57957.999222407
0.0348 0.0173 0.00559 13 57958.999222407
0.0342 0.0171 0.00559 13 57959.999222407
0.0315 0.0169 0.00562 13 57960.999222407
0.0289 0.0169 0.00559 13 57961.999222407
0.0263 0.0167 0.00556 13 57962.999222407
0.025 0.0169 0.00556 13 57963.999222407
0.023 0.0169 0.00562 13 57964.999222407
0.021 0.0159 0.00542 13 57965.999222407
0.0204 0.0159 0.0053 13 57966.999222407
0.0204 0.0161 0.00542 13 57967.999222407
0.0197 0.0159 0.00532 13 57968.999222407
0.0197 0.0161 0.00539 13 57969.999222407
0.0197 0.016 0.00545 13 57970.999222407
0.0197 0.0163 0.00556 13 57971.999222407
0.021 0.0167 0.00552 13 57972.999222407
0.0204 0.0163 0.00556 13 57973.999222407
0.021 0.0169 0.00572 13 57974.999222407
0.0217 0.0169 0.00576 13 57975.999222407
0.021 0.0169 0.00569 13 57976.999222407
0.0204 0.0169 0.00566 13 57977.999222407
0.021 0.0169 0.00572 13 57978.999222407
0.021 0.0169 0.00566 13 57979.999222407
0.021 0.0171 0.00574 13 57980.999222407
0.021 0.0167 0.00566 13 57981.999222407
0.02135 0.0169 0.00566 13 57982.999222407
0.0197 0.016399999999999998 0.00542 13 57983.999222407
0.0197 0.0159 0.005435000000000001 13 57984.999222407
0.0197 0.0161 0.00535 13 57985.999222407
0.0191 0.0161 0.00542 13 57986.999222407
0.0204 0.0159 0.00542 13 57987.999222407
0.0197 0.0163 0.00542 13 57988.999222407
0.0204 0.016399999999999998 0.00542 13 57989.999222407
0.0204 0.0163 0.00556 13 57990.999222407
0.0204 0.0165 0.00556 13 57991.999222407
0.021 0.0165 0.00562 13 57992.999222407
0.0204 0.0169 0.00559 13 57993.999222407
0.0204 0.0165 0.0056749999999999995 13 57994.999222407
0.021 0.0171 0.00566 13 57995.999222407
0.0204 0.0171 0.00562 13 57996.999222407
0.021 0.0169 0.00566 13 57997.999222407
0.0223 0.0171 0.00569 13 57998.999222407
0.0217 0.0169 0.00566 13 57999.999222407
1.85 0.0201 0.00569 13 58000.999222407
0.486 0.0204 0.00642 13 58001.999222407
3.2350000000000003 0.042550000000000004 0.00591 13 58002.999222407
0.444 0.0201 0.004965000000000001 13 58003.999222407
0.06470000000000001 0.0153 0.00498 13 58004.999222407
0.0407 0.0166 0.00532 13 58005.999222407
34.6 5.475 0.2675 13 58006.999222407
7.025 0.663 0.02705 13 58007.999222407
2.59 0.211 0.0106 13 58008.999222407
1.33 0.0883 0.007 13 58009.999222407
0.09559999999999999 0.0246 0.00589 13 58010.999222407
0.0506 0.0197 0.005575 13 58011.999222407
0.0375 0.0185 0.00549 13 58012.999222407
0.0335 0.0179 0.00542 13 58013.999222407
0.0302 0.0175 0.00535 13 58014.999222407
0.0283 0.0169 0.00535 13 58015.999222407
0.0263 0.0165 0.00532 13 58016.999222407
0.025 0.0163 0.00535 13 58017.999222407
0.0243 0.0161 0.00539 13 58018.999222407
0.023 0.0161 0.00535 13 58019.999222407
0.0204 0.0155 0.00518 13 58020.999222407
0.021 0.0157 0.005235 13 58021.999222407
0.0197 0.0155 0.00518 13 58022.999222407
0.0191 0.0153 0.00508 13 58023.999222407
0.0191 0.0151 0.00515 13 58024.999222407
0.0191 0.0155 0.00525 13 58025.999222407
0.0191 0.0157 0.00528 13 58026.999222407
0.0197 0.0157 0.00532 13 58027.999222407
0.0197 0.0161 0.00535 13 58028.999222407
0.0197 0.0165 0.00535 13 58029.999222407
0.0197 0.0161 0.005405 13 58030.999222407
0.0197 0.0165 0.00542 13 58031.999222407
0.0204 0.0161 0.00549 13 58032.999222407
0.0197 0.0161 0.005405 13 58033.999222407
0.0197 0.0165 0.00545 13 58034.999222407
0.0197 0.0165 0.00552 13 58035.999222407
0.0204 0.0161 0.00545 13 58036.999222407
0.0204 0.0165 0.00545 13 58037.999222407
0.0197 0.0165 0.00539 13 58038.999222407
0.0197 0.0161 0.00542 13 58039.999222407
0.02005 0.0161 0.00535 13 58040.999222407
0.0197 0.0163 0.00545 13 58041.999222407
0.0197 0.0162 0.00549 13 58042.999222407
0.0197 0.0163 0.00566 13 58043.999222407
0.021 0.0167 0.00562 13 58044.999222407
0.0204 0.0169 0.00559 13 58045.999222407
0.0204 0.0169 0.00559 13 58046.999222407
0.020700000000000003 0.0165 0.00556 13 58047.999222407
0.0204 0.0167 0.005605000000000001 13 58048.999222407
0.0197 0.0163 0.00552 13 58049.999222407
0.0197 0.0161 0.00539 13 58050.999222407
0.0197 0.0163 0.00549 13 58051.999222407
0.0204 0.0167 0.00552 13 58052.999222407
0.0204 0.016149999999999998 0.00559 13 58053.999222407
0.0204 0.0163 0.00559 13 58054.999222407
0.0204 0.0169 0.00559 13 58055.999222407
0.0197 0.0171 0.00562 13 58056.999222407
0.021 0.0172 0.00569 13 58057.999222407
0.021 0.0169 0.00566 13 58058.999222407
0.0204 0.0169 0.00566 13 58059.999222407
0.0204 0.0169 0.00564 13 58060.999222407
0.0204 0.0167 0.00566 13 58061.999222407
0.021 0.0172 0.00569 13 58062.999222407
0.021 0.0173 0.00566 13 58063.999222407
0.0204 0.0166 0.00562 13 58064.999222407
0.0204 0.0169 0.00559 13 58065.999222407
0.0197 0.0165 0.00556 13 58066.999222407
0.0197 0.0169 0.00559 13 58067.999222407
0.021 0.0165 0.00559 13 58068.999222407
0.0204 0.0169 0.00562 13 58069.999222407
0.021 0.0171 0.00562 13 58070.999222407
0.0204 0.0169 0.00559 13 58071.999222407
0.021 0.0171 0.00566 13 58072.999222407
0.0204 0.0169 0.00569 13 58073.999222407
0.02135 0.0173 0.00576 13 58074.999222407
0.021 0.0171 0.00579 13 58075.999222407
0.0217 0.0177 0.00593 13 58076.999222407
0.021 0.0177 0.00576 13 58077.999222407
0.021 0.0175 0.00583 13 58078.999222407
0.0217 0.0181 0.00593 13 58079.999222407
0.0223 0.018000000000000002 0.0061 13 58080.999222407
0.02135 0.0175 0.00586 13 58081.999222407
0.0217 0.0179 0.006 13 58082.999222407
0.0217 0.0175 0.00589 13 58083.999222407
0.0212 0.0177 0.00593 13 58084.999222407
0.0217 0.0175 0.00583 13 58085.999222407
0.0197 0.0167 0.0055049999999999995 13 58086.999222407
0.021 0.0171 0.0056749999999999995 13 58087.999222407
0.0204 0.0171 0.00572 13 58088.999222407
0.021 0.0175 0.005775000000000001 13 58089.999222407
0.0217 0.0177 0.005885 13 58090.999222407
0.0217 0.0171 0.005785 13 58091.999222407
0.021 0.0171 0.00576 13 58092.999222407
0.021 0.0171 0.00569 13 58093.999222407
0.021 0.0175 0.00572 13 58094.999222407
0.021 0.0173 0.00576 13 58095.999222407
0.0217 0.0177 0.00583 13 58096.999222407
0.02135 0.0173 0.00583 13 58097.999222407
0.0197 0.0163 0.00535 15 58098.999222407
0.0197 0.0163 0.00535 15 58099.999222407
0.0197 0.0165 0.005265000000000001 15 58100.999222407
0.0204 0.0165 0.00535 15 58101.999222407
0.021 0.0167 0.00542 15 58102.999222407
0.0204 0.0167 0.00537 15 58103.999222407
0.0197 0.0169 0.00542 15 58104.999222407
0.0197 0.0167 0.00539 15 58105.999222407
0.0204 0.0167 0.00542 15 58106.999222407
0.0204 0.0169 0.00545 15 58107.999222407
0.0204 0.0168 0.00556 15 58108.999222407
0.021 0.0173 0.00562 15 58109.999222407
0.021 0.0169 0.00549 15 58110.999222407
0.0197 0.0167 0.00552 15 58111.999222407
0.0204 0.0169 0.00542 15 58112.999222407
0.0197 0.0163 0.00532 15 58113.999222407
0.0197 0.0167 0.00535 15 58114.999222407
0.0197 0.0163 0.00539 15 58115.999222407
0.0197 0.0165 0.00535 15 58116.999222407
0.0204 0.0165 0.00542 15 58117.999222407
0.0197 0.0165 0.00532 15 58118.999222407
0.0197 0.0161 0.00532 15 58119.999222407
0.0197 0.0163 0.00539 15 58120.999222407
0.0191 0.0167 0.00539 15 58121.999222407
0.0204 0.0165 0.00542 15 58122.999222407
0.021 0.0169 0.00549 15 58123.999222407
0.0204 0.0169 0.00552 15 58124.999222407
0.0204 0.0168 0.00545 15 58125.999222407
0.0204 0.0167 0.00542 15 58126.999222407
0.0197 0.0169 0.00539 15 58127.999222407
0.0204 0.0167 0.00542 15 58128.999222407
0.0204 0.0167 0.00547 15 58129.999222407
0.0204 0.0169 0.00549 15 58130.999222407
0.0204 0.0171 0.00552 15 58131.999222407
0.0204 0.0173 0.00566 15 58132.999222407
0.021 0.0173 0.00562 15 58133.999222407
0.0217 0.0171 0.00566 15 58134.999222407
0.021 0.0177 0.005705 15 58135.999222407
0.021 0.0176 0.00572 15 58136.999222407
0.0204 0.0173 0.00566 15 58137.999222407
0.0204 0.0173 0.00552 15 58138.999222407
0.0217 0.0171 0.00559 15 58139.999222407
0.0204 0.0173 0.00559 15 58140.999222407
0.021 0.0175 0.00559 15 58141.999222407
0.021 0.0175 0.00552 15 58142.999222407
0.0204 0.0171 0.00549 15 58143.999222407
0.0204 0.0168 0.00545 15 58144.999222407
0.0204 0.0171 0.00552 15 58145.999222407
0.0204 0.0167 0.00539 15 58146.999222407
0.0204 0.0171 0.00549 15 58147.999222407
0.0204 0.0169 0.00549 15 58148.999222407
0.0204 0.0167 0.00545 15 58149.999222407
0.0204 0.0169 0.00545 15 58150.999222407
0.020700000000000003 0.0169 0.00545 15 58151.999222407
0.0197 0.0169 0.00549 15 58152.999222407
0.0204 0.0172 0.00556 15 58153.999222407
0.021 0.017 0.00549 15 58154.999222407
0.0204 0.017 0.00552 15 58155.999222407
0.021 0.0169 0.00545 15 58156.999222407
0.021 0.0171 0.00559 15 58157.999222407
0.021 0.017050000000000003 0.005625 15 58158.999222407
0.02075 0.0175 0.00572 15 58159.999222407
0.0217 0.0175 0.00566 15 58160.999222407
0.021 0.0177 0.00562 15 58161.999222407
0.0217 0.0175 0.00576 15 58162.999222407
0.021 0.0179 0.005705 15 58163.999222407
0.0204 0.0177 0.00566 15 58164.999222407
0.021 0.0175 0.00569 15 58165.999222407
0.021 0.0175 0.00562 15 58166.999222407
0.021 0.0175 0.00559 15 58167.999222407
0.0204 0.0171 0.00572 15 58168.999222407
0.021 0.0173 0.00562 15 58169.999222407
0.021 0.0177 0.00569 15 58170.999222407
0.021 0.0171 0.00559 15 58171.999222407
0.021 0.0171 0.00552 15 58172.999222407
0.0204 0.0171 0.00559 15 58173.999222407
0.0204 0.0171 0.00545 15 58174.999222407
0.0204 0.0169 0.00552 15 58175.999222407
0.0204 0.0171 0.00554 15 58176.999222407
0.021 0.0173 0.00562 15 58177.999222407
0.021 0.0173 0.00559 15 58178.999222407
0.021 0.0175 0.00562 15 58179.999222407
0.021 0.0171 0.00562 15 58180.999222407
0.021 0.0173 0.00562 15 58181.999222407
0.021 0.0173 0.00562 15 58182.999222407
0.021 0.0178 0.00559 15 58183.999222407
0.021 0.01725 0.00556 15 58184.999222407
0.021 0.0177 0.00562 15 58185.999222407
0.0217 0.0173 0.00559 15 58186.999222407
0.021 0.0175 0.00569 15 58187.999222407
0.021 0.0177 0.00566 15 58188.999222407
0.0217 0.0177 0.00569 15 58189.999222407
0.0217 0.0179 0.00579 15 58190.999222407
0.0217 0.0179 0.00576 15 58191.999222407
0.0217 0.0181 0.00572 15 58192.999222407
0.021 0.0171 0.00566 15 58193.999222407
0.021 0.0173 0.00566 15 58194.999222407
0.0217 0.0175 0.00569 15 58195.999222407
0.0204 0.0179 0.00569 15 58196.999222407
0.0204 0.0185 0.00552 15 58197.999222407
0.0204 0.0181 0.00545 15 58198.999222407
0.0197 0.0171 0.00525 15 58199.999222407
0.0197 0.0173 0.00525 15 58200.999222407
0.0197 0.0173 0.00525 15 58201.999222407
0.0191 0.0175 0.00528 15 58202.999222407
0.0197 0.0173 0.00532 15 58203.999222407
0.0197 0.0175 0.00532 15 58204.999222407
0.0197 0.0175 0.005435000000000001 15 58205.999222407
0.0204 0.0177 0.00535 15 58206.999222407
0.0197 0.0173 0.00535 15 58207.999222407
0.0197 0.0173 0.00528 15 58208.999222407
0.0194 0.0175 0.00528 15 58209.999222407
0.0197 0.0177 0.00539 15 58210.999222407
0.0197 0.0179 0.0053349999999999995 15 58211.999222407
0.0191 0.0175 0.00535 15 58212.999222407
0.0191 0.0177 0.00528 15 58213.999222407
0.0191 0.0181 0.00539 15 58214.999222407
0.0204 0.0181 0.00535 15 58215.999222407
0.0197 0.0181 0.00542 15 58216.999222407
0.0197 0.0177 0.00539 15 58217.999222407
0.0191 0.0177 0.00542 15 58218.999222407
0.0197 0.0179 0.00539 15 58219.999222407
0.0191 0.0179 0.00542 15 58220.999222407
0.0197 0.0181 0.005435000000000001 15 58221.999222407
0.0197 0.0181 0.00549 15 58222.999222407
0.0197 0.0183 0.00559 15 58223.999222407
0.0197 0.0183 0.00549 15 58224.999222407
0.0191 0.0183 0.00552 15 58225.999222407
0.0191 0.0183 0.00549 15 58226.999222407
0.0191 0.0179 0.00535 15 58227.999222407
0.0184 0.0173 0.00525 15 58228.999222407
0.0177 0.0173 0.00525 15 58229.999222407
0.0184 0.0175 0.00522 15 58230.999222407
0.0184 0.0177 0.00535 15 58231.999222407
0.0184 0.0175 0.00528 15 58232.999222407
0.0184 0.0177 0.00532 15 58233.999222407
0.0177 0.0173 0.00528 15 58234.999222407
0.01875 0.0175 0.00528 15 58235.999222407
0.01805 0.0179 0.00528 15 58236.999222407
0.0184 0.0177 0.00532 15 58237.999222407
0.0184 0.0175 0.00522 15 58238.999222407
0.0184 0.0181 0.00532 15 58239.999222407
0.01875 0.0179 0.00535 15 58240.999222407
0.0184 0.018000000000000002 0.00532 15 58241.999222407
0.0184 0.0179 0.00539 15 58242.999222407
0.0184 0.0177 0.0053 15 58243.999222407
0.0184 0.0179 0.00535 15 58244.999222407
0.0177 0.0177 0.00518 15 58245.999222407
0.0177 0.0175 0.005265000000000001 15 58246.999222407
0.0177 0.0179 0.00528 15 58247.999222407
0.0171 0.0175 0.00532 15 58248.999222407
0.0184 0.0175 0.00528 15 58249.999222407
0.0184 0.0179 0.00532 15 58250.999222407
0.0184 0.0181 0.00539 15 58251.999222407
0.0184 0.0179 0.00542 15 58252.999222407
0.0184 0.0183 0.005405 15 58253.999222407
0.0177 0.0179 0.00525 15 58254.999222407
0.0177 0.0177 0.00525 15 58255.999222407
0.0177 0.0179 0.00522 15 58256.999222407
0.0177 0.0177 0.00528 15 58257.999222407
0.0177 0.0179 0.0053 15 58258.999222407
0.0171 0.0175 0.00525 15 58259.999222407
0.0171 0.0175 0.00525 15 58260.999222407
0.0171 0.0175 0.00515 15 58261.999222407
0.0171 0.0177 0.00518 15 58262.999222407
0.0177 0.0177 0.00528 15 58263.999222407
0.0171 0.0182 0.00522 15 58264.999222407
0.0177 0.0175 0.00525 15 58265.999222407
0.0177 0.0181 0.005265000000000001 15 58266.999222407
0.0177 0.0179 0.0053 15 58267.999222407
0.0177 0.0181 0.00539 15 58268.999222407
0.0177 0.0179 0.00535 15 58269.999222407
0.0171 0.0179 0.00528 15 58270.999222407
0.0171 0.0177 0.00522 15 58271.999222407
0.0177 0.0179 0.00525 15 58272.999222407
0.0177 0.0181 0.0053349999999999995 15 58273.999222407
0.0177 0.0181 0.00528 15 58274.999222407
0.0177 0.0183 0.00537 15 58275.999222407
0.0184 0.0185 0.00549 15 58276.999222407
0.0177 0.0187 0.00545 15 58277.999222407
0.0184 0.0187 0.00554 15 58278.999222407
0.0191 0.0187 0.00556 15 58279.999222407
0.0184 0.0185 0.00552 15 58280.999222407
0.0184 0.0186 0.00554 15 58281.999222407
0.0184 0.0187 0.00552 15 58282.999222407
0.0184 0.0187 0.00549 15 58283.999222407
0.0184 0.0187 0.00547 15 58284.999222407
0.01805 0.0185 0.00545 15 58285.999222407
0.0177 0.0179 0.00535 15 58286.999222407
0.0164 0.0175 0.00525 15 58287.999222407
0.0171 0.0177 0.00522 15 58288.999222407
0.01675 0.0181 0.00522 15 58289.999222407
0.0177 0.0179 0.00532 15 58290.999222407
0.0171 0.0175 0.00518 15 58291.999222407
0.0171 0.0175 0.00522 15 58292.999222407
0.0164 0.0177 0.00525 15 58293.999222407
0.0177 0.0176 0.00522 15 58294.999222407
0.0171 0.0175 0.00525 15 58295.999222407
0.0171 0.0177 0.00522 15 58296.999222407
0.0177 0.0177 0.00532 15 58297.999222407
0.0171 0.0177 0.00528 15 58298.999222407
0.0174 0.0181 0.00528 15 58299.999222407
0.0171 0.0181 0.0053349999999999995 15 58300.999222407
0.01805 0.0183 0.00539 15 58301.999222407
0.0177 0.0183 0.00542 15 58302.999222407
0.0177 0.0183 0.00542 15 58303.999222407
0.0184 0.0183 0.00539 15 58304.999222407
0.0177 0.0181 0.00542 15 58305.999222407
0.0177 0.0183 0.00542 15 58306.999222407
0.0184 0.0183 0.00545 15 58307.999222407
0.0191 0.0183 0.00545 15 58308.999222407
0.01875 0.0181 0.00542 15 58309.999222407
0.0184 0.0182 0.00539 15 58310.999222407
0.0177 0.0181 0.00537 15 58311.999222407
0.0184 0.0179 0.00535 15 58312.999222407
0.0184 0.0185 0.00549 15 58313.999222407
0.0184 0.0185 0.005379999999999999 15 58314.999222407
0.0184 0.0183 0.00535 15 58315.999222407
0.0177 0.0183 0.00539 15 58316.999222407
0.0177 0.0183 0.00535 15 58317.999222407
0.0184 0.0183 0.00547 15 58318.999222407
0.0184 0.0181 0.00535 15 58319.999222407
0.0184 0.0179 0.005405 15 58320.999222407
0.0177 0.0182 0.00542 15 58321.999222407
0.0184 0.0183 0.00545 15 58322.999222407
0.0184 0.0183 0.00545 15 58323.999222407
