median_p4 median_p5 median_p6 satellite time_mjd
0.00537 0.00111 0.000246 14 58205.999222407
0.00561 0.00111 0.000251 14 58206.999222407
0.005075 0.00112 0.000248 14 58207.999222407
0.0049949999999999994 0.0011 0.000247 14 58208.999222407
0.00497 0.00109 0.000245 14 58209.999222407
0.00562 0.0011 0.000245 14 58210.999222407
0.00562 0.00109 0.000248 14 58211.999222407
0.005305000000000001 0.0011 0.000248 14 58212.999222407
0.00581 0.00112 0.000248 14 58213.999222407
0.00608 0.00112 0.00025 14 58214.999222407
0.00562 0.00112 0.00025 14 58215.999222407
0.00562 0.00113 0.000249 14 58216.999222407
0.00587 0.00114 0.000249 14 58217.999222407
0.00562 0.00113 0.000249 14 58218.999222407
0.00601 0.00113 0.000252 14 58219.999222407
0.006065 0.00112 0.00025 14 58220.999222407
0.00626 0.00114 0.000253 14 58221.999222407
0.005725 0.00114 0.000253 14 58222.999222407
0.006285000000000001 0.00114 0.000254 14 58223.999222407
0.006255 0.00116 0.000259 14 58224.999222407
0.00691 0.00115 0.000257 14 58225.999222407
0.00691 0.00115 0.000257 14 58226.999222407
0.00561 0.00115 0.000252 14 58227.999222407
0.00496 0.00112 0.000246 14 58228.999222407
0.00497 0.00109 0.000241 14 58229.999222407
0.00528 0.00111 0.000242 14 58230.999222407
0.0055049999999999995 0.00111 0.000242 14 58231.999222407
0.005615 0.0011 0.000244 14 58232.999222407
0.00562 0.0011 0.000244 14 58233.999222407
0.005575 0.00112 0.000249 14 58234.999222407
0.00496 0.00112 0.000249 14 58235.999222407
0.00562 0.00111 0.000247 14 58236.999222407
0.005585 0.00112 0.000248 14 58237.999222407
0.00496 0.00113 0.000248 14 58238.999222407
0.00562 0.00112 0.000246 14 58239.999222407
0.00562 0.00113 0.000246 14 58240.999222407
0.00562 0.00113 0.000249 14 58241.999222407
0.00562 0.00111 0.000249 14 58242.999222407
0.005785 0.00112 0.00025 14 58243.999222407
0.005645000000000001 0.00112 0.000251 14 58244.999222407
0.00562 0.00113 0.000249 14 58245.999222407
0.00496 0.00112 0.000246 14 58246.999222407
0.00529 0.00109 0.000243 14 58247.999222407
0.00497 0.00111 0.000245 14 58248.999222407
0.00562 0.00112 0.000247 14 58249.999222407
0.00563 0.00111 0.000244 14 58250.999222407
0.00553 0.00113 0.000244 14 58251.999222407
0.00628 0.00113 0.000268 14 58252.999222407
0.00627 0.00111 0.000251 14 58253.999222407
0.00561 0.00115 0.000253 14 58254.999222407
0.006055 0.00112 0.000247 14 58255.999222407
0.00563 0.00111 0.000244 14 58256.999222407
0.00562 0.00113 0.000245 14 58257.999222407
0.00561 0.00112 0.00025 14 58258.999222407
0.00562 0.00112 0.000249 14 58259.999222407
0.004305 0.00111 0.000248 14 58260.999222407
0.005115 0.00111 0.000245 14 58261.999222407
0.00497 0.00111 0.000245 14 58262.999222407
0.00562 0.00112 0.000246 14 58263.999222407
0.00497 0.0011 0.000246 14 58264.999222407
0.00496 0.00112 0.000247 14 58265.999222407
0.00433 0.00111 0.000247 14 58266.999222407
0.00562 0.00111 0.000245 14 58267.999222407
0.00542 0.00113 0.000247 14 58268.999222407
0.00496 0.00113 0.000249 14 58269.999222407
0.00561 0.00114 0.000252 14 58270.999222407
0.00496 0.00113 0.000247 14 58271.999222407
0.00543 0.00112 0.000245 14 58272.999222407
0.00562 0.0011 0.000247 14 58273.999222407
0.00562 0.00112 0.000249 14 58274.999222407
0.006135 0.00111 0.000249 14 58275.999222407
0.006675 0.00115 0.000249 14 58276.999222407
0.006055 0.00115 0.000256 14 58277.999222407
0.00626 0.00115 0.000256 14 58278.999222407
0.00625 0.00115 0.000259 14 58279.999222407
0.00625 0.00119 0.000259 14 58280.999222407
0.00625 0.00119 0.00026 14 58281.999222407
0.00624 0.00118 0.000263 14 58282.999222407
0.0056 0.00119 0.000255 14 58283.999222407
0.00624 0.00116 0.000255 14 58284.999222407
0.006255 0.00117 0.000259 14 58285.999222407
0.0056 0.00116 0.000258 14 58286.999222407
0.0056 0.00116 0.000258 14 58287.999222407
0.00494 0.00116 0.000258 14 58288.999222407
0.00526 0.00111 0.000249 14 58289.999222407
0.005 0.00111 0.000249 14 58290.999222407
0.00524 0.00111 0.000246 14 58291.999222407
0.00497 0.00111 0.000246 14 58292.999222407
0.00536 0.00109 0.000248 14 58293.999222407
0.0050550000000000005 0.00112 0.000248 14 58294.999222407
0.00547 0.00113 0.000246 14 58295.999222407
0.00562 0.00108 0.000245 14 58296.999222407
0.00562 0.00107 0.000246 14 58297.999222407
0.005495 0.00111 0.000246 14 58298.999222407
0.00496 0.00111 0.000248 14 58299.999222407
0.00628 0.00113 0.000247 14 58300.999222407
0.00561 0.00114 0.000253 14 58301.999222407
0.006145 0.00115 0.000256 14 58302.999222407
0.006255 0.00113 0.000255 14 58303.999222407
0.00638 0.00115 0.000254 14 58304.999222407
0.00561 0.00114 0.000252 14 58305.999222407
0.00627 0.00115 0.000253 14 58306.999222407
0.00627 0.00114 0.000251 14 58307.999222407
0.00627 0.00114 0.000252 14 58308.999222407
0.00587 0.00118 0.000254 14 58309.999222407
0.00613 0.00117 0.000257 14 58310.999222407
0.005605000000000001 0.00115 0.000254 14 58311.999222407
0.00561 0.00115 0.000252 14 58312.999222407
0.00561 0.00115 0.000252 14 58313.999222407
0.00626 0.00114 0.000257 14 58314.999222407
0.00626 0.00115 0.000258 14 58315.999222407
0.0056500000000000005 0.00114 0.000251 14 58316.999222407
0.00626 0.00114 0.000254 14 58317.999222407
0.005575 0.00114 0.000254 14 58318.999222407
0.00561 0.00114 0.000254 14 58319.999222407
0.005635 0.00113 0.000254 14 58320.999222407
0.005535 0.00115 0.000253 14 58321.999222407
0.00626 0.00114 0.000254 14 58322.999222407
0.00626 0.00115 0.000257 14 58323.999222407
0.00561 0.00114 0.000253 14 58324.999222407
0.00627 0.00115 0.000252 14 58325.999222407
0.00626 0.00115 0.000256 14 58326.999222407
0.00626 0.00115 0.000254 14 58327.999222407
0.00668 0.00116 0.000256 14 58328.999222407
0.00687 0.00117 0.000257 14 58329.999222407
0.005804999999999999 0.00116 0.000255 14 58330.999222407
0.005875 0.00115 0.000256 14 58331.999222407
0.0056 0.00116 0.000256 14 58332.999222407
0.0056 0.00117 0.000257 14 58333.999222407
0.0056 0.00116 0.000255 14 58334.999222407
0.00626 0.00117 0.000257 14 58335.999222407
0.00626 0.00115 0.000257 14 58336.999222407
0.00626 0.00115 0.000257 14 58337.999222407
0.00613 0.00116 0.000255 14 58338.999222407
0.00561 0.00115 0.000257 14 58339.999222407
0.00626 0.00116 0.000257 14 58340.999222407
0.00626 0.00115 0.000255 14 58341.999222407
0.0056 0.00114 0.000255 14 58342.999222407
0.006075 0.00116 0.000256 14 58343.999222407
0.006685 0.00115 0.000256 14 58344.999222407
0.006195 0.00115 0.000258 14 58345.999222407
0.005575 0.00114 0.000258 14 58346.999222407
0.00574 0.00114 0.000254 14 58347.999222407
0.00561 0.00114 0.000255 14 58348.999222407
0.005875 0.00115 0.000255 14 58349.999222407
0.00561 0.00114 0.00025 14 58350.999222407
0.00624 0.00114 0.000252 14 58351.999222407
0.00627 0.00113 0.000252 14 58352.999222407
0.00561 0.00115 0.000252 14 58353.999222407
0.00561 0.00114 0.000255 14 58354.999222407
0.005605000000000001 0.00113 0.000255 14 58355.999222407
0.005555 0.00114 0.00025 14 58356.999222407
0.005575 0.00114 0.000255 14 58357.999222407
0.005940000000000001 0.00114 0.000255 14 58358.999222407
0.006765 0.00115 0.000255 14 58359.999222407
0.00626 0.00115 0.000255 14 58360.999222407
0.00625 0.00115 0.000259 14 58361.999222407
0.00626 0.00117 0.000257 14 58362.999222407
0.0056 0.00117 0.000259 14 58363.999222407
0.00625 0.00115 0.000259 14 58364.999222407
0.00603 0.00117 0.000258 14 58365.999222407
0.00626 0.00115 0.000257 14 58366.999222407
0.0056 0.00115 0.000257 14 58367.999222407
0.0056 0.00115 0.000256 14 58368.999222407
0.006615 0.00115 0.000253 14 58369.999222407
0.0061200000000000004 0.00116 0.000254 14 58370.999222407
0.005965 0.00116 0.000255 14 58371.999222407
0.00561 0.00114 0.000252 14 58372.999222407
0.00626 0.00113 0.000254 14 58373.999222407
0.00692 0.00115 0.000255 14 58374.999222407
0.0056 0.00115 0.000255 14 58375.999222407
0.0056 0.00115 0.000254 14 58376.999222407
0.00625 0.00115 0.000259 14 58377.999222407
0.0066949999999999996 0.00115 0.000257 14 58378.999222407
0.00626 0.00117 0.000257 14 58379.999222407
0.00668 0.00116 0.000257 14 58380.999222407
0.00691 0.00115 0.000258 14 58381.999222407
0.006 0.00115 0.000258 14 58382.999222407
0.00495 0.00115 0.000255 14 58383.999222407
0.00627 0.00114 0.000249 14 58384.999222407
0.00445 0.00113 0.00025 14 58385.999222407
0.00627 0.00116 0.000252 14 58386.999222407
0.00689 0.00116 0.000259 14 58387.999222407
0.00625 0.00117 0.00026 14 58388.999222407
0.00625 0.00116 0.000259 14 58389.999222407
0.00625 0.00116 0.000258 14 58390.999222407
0.006265 0.00116 0.000256 14 58391.999222407
0.00675 0.00117 0.000256 14 58392.999222407
0.00625 0.00115 0.000259 14 58393.999222407
0.00666 0.00116 0.00026 14 58394.999222407
0.00625 0.00116 0.000258 14 58395.999222407
0.00756 0.00117 0.00026 14 58396.999222407
0.00691 0.00119 0.000261 14 58397.999222407
0.00559 0.00114 0.000261 14 58398.999222407
0.00561 0.00113 0.000252 14 58399.999222407
0.00626 0.00113 0.000255 14 58400.999222407
0.0056 0.00114 0.000257 14 58401.999222407
0.00626 0.00115 0.000254 14 58402.999222407
0.00691 0.00116 0.000257 14 58403.999222407
0.00626 0.00115 0.000257 14 58404.999222407
0.00561 0.00112 0.000254 14 58405.999222407
0.006305 0.00112 0.000254 14 58406.999222407
0.00561 0.00112 0.00025 14 58407.999222407
0.00561 0.00112 0.00025 14 58408.999222407
0.006144999999999999 0.00113 0.000253 14 58409.999222407
0.00626 0.00115 0.000256 14 58410.999222407
0.00573 0.00115 0.000256 14 58411.999222407
0.005695 0.00115 0.000255 14 58412.999222407
0.0056 0.00115 0.000257 14 58413.999222407
0.00692 0.00115 0.000255 14 58414.999222407
0.00691 0.00117 0.000259 14 58415.999222407
0.00625 0.00115 0.00026 14 58416.999222407
0.0068 0.00119 0.000258 14 58417.999222407
0.006765 0.00116 0.00026 14 58418.999222407
0.0069 0.00116 0.000262 14 58419.999222407
0.006615 0.00117 0.000261 14 58420.999222407
0.0067 0.00118 0.000262 14 58421.999222407
0.0069 0.00118 0.000262 14 58422.999222407
0.006315 0.00119 0.000264 14 58423.999222407
0.0069 0.00119 0.000264 14 58424.999222407
0.00689 0.00118 0.000266 14 58425.999222407
0.00559 0.00117 0.000263 14 58426.999222407
0.00603 0.00115 0.000263 14 58427.999222407
0.00689 0.00117 0.000255 14 58428.999222407
0.0056 0.00115 0.000256 14 58429.999222407
0.00561 0.00114 0.000254 14 58430.999222407
0.0056 0.00115 0.000255 14 58431.999222407
0.005695 0.00113 0.00025299999999999997 14 58432.999222407
0.00561 0.00113 0.000251 14 58433.999222407
0.00562 0.00111 0.000251 14 58434.999222407
0.00561 0.00111 0.000249 14 58435.999222407
0.0059900000000000005 0.00114 0.000251 14 58436.999222407
0.00627 0.00114 0.000251 14 58437.999222407
0.006235 0.00112 0.000254 14 58438.999222407
0.00626 0.00115 0.000254 14 58439.999222407
0.00626 0.00115 0.000256 14 58440.999222407
0.00611 0.00114 0.000258 14 58441.999222407
0.006705 0.00116 0.000258 14 58442.999222407
0.00626 0.00116 0.00026 14 58443.999222407
0.00691 0.00116 0.00026 14 58444.999222407
0.006835 0.00117 0.000262 14 58445.999222407
0.00691 0.00116 0.000261 14 58446.999222407
0.0068000000000000005 0.00115 0.000261 14 58447.999222407
0.0069 0.00117 0.000263 14 58448.999222407
0.0074 0.00118 0.000263 14 58449.999222407
0.00673 0.00119 0.000263 14 58450.999222407
0.0069 0.00118 0.000268 14 58451.999222407
0.007195 0.00119 0.000268 14 58452.999222407
0.00689 0.00119 0.000268 14 58453.999222407
0.00625 0.00116 0.000262 14 58454.999222407
0.00624 0.00117 0.000265 14 58455.999222407
0.00626 0.00116 0.000259 14 58456.999222407
0.00626 0.00114 0.000256 14 58457.999222407
0.00644 0.00117 0.000259 14 58458.999222407
0.0068249999999999995 0.00116 0.000255 14 58459.999222407
0.00622 0.00113 0.000252 14 58460.999222407
0.005645 0.00114 0.000252 14 58461.999222407
0.0053 0.00111 0.000249 14 58462.999222407
0.005595 0.00111 0.000251 14 58463.999222407
0.00561 0.00112 0.000252 14 58464.999222407
0.006095 0.00116 0.000254 14 58465.999222407
0.00626 0.00117 0.000254 14 58466.999222407
0.00607 0.00115 0.000263 14 58467.999222407
0.00691 0.00115 0.000259 14 58468.999222407
0.00692 0.00114 0.000256 14 58469.999222407
0.006535 0.00115 0.000256 14 58470.999222407
0.00691 0.00117 0.00026 14 58471.999222407
0.006085 0.00115 0.000258 14 58472.999222407
0.00628 0.00116 0.00026 14 58473.999222407
0.0069 0.00117 0.000263 14 58474.999222407
0.00684 0.00119 0.000268 14 58475.999222407
0.00689 0.00121 0.000268 14 58476.999222407
0.0069 0.00119 0.000266 14 58477.999222407
0.00631 0.00119 0.000261 14 58478.999222407
0.006869999999999999 0.00119 0.000266 14 58479.999222407
0.0070799999999999995 0.00119 0.000264 14 58480.999222407
0.00624 0.00118 0.000264 14 58481.999222407
0.00691 0.00117 0.000259 14 58482.999222407
0.006175 0.00119 0.000259 14 58483.999222407
0.00691 0.00116 0.00026 14 58484.999222407
0.0069 0.00117 0.000263 14 58485.999222407
0.006875 0.00118 0.000263 14 58486.999222407
0.00625 0.00117 0.000261 14 58487.999222407
0.00625 0.00116 0.000259 14 58488.999222407
0.00691 0.00115 0.000258 14 58489.999222407
0.0062450000000000006 0.00116 0.000258 14 58490.999222407
0.00626 0.00116 0.000256 14 58491.999222407
0.00653 0.00113 0.000258 14 58492.999222407
0.0056 0.00115 0.000258 14 58493.999222407
0.0056 0.00115 0.000258 14 58494.999222407
0.00626 0.00113 0.000258 14 58495.999222407
0.00618 0.00113 0.000255 14 58496.999222407
0.00625 0.00114 0.00026 14 58497.999222407
0.00691 0.00114 0.000258 14 58498.999222407
0.00625 0.00116 0.00026 14 58499.999222407
0.0069 0.00116 0.000262 14 58500.999222407
0.00625 0.00116 0.000259 14 58501.999222407
0.00691 0.00116 0.000261 14 58502.999222407
0.00756 0.00121 0.000264 14 58503.999222407
0.006865 0.00118 0.000265 14 58504.999222407
0.00743 0.0012 0.000265 14 58505.999222407
0.00755 0.00119 0.000269 14 58506.999222407
0.0069 0.00118 0.000264 14 58507.999222407
0.0069 0.00116 0.000261 14 58508.999222407
0.00691 0.00117 0.00026 14 58509.999222407
0.00691 0.00116 0.00026 14 58510.999222407
0.00625 0.00119 0.000261 14 58511.999222407
0.0069 0.00118 0.000262 14 58512.999222407
0.007415 0.00118 0.000264 14 58513.999222407
0.0069 0.00118 0.000265 14 58514.999222407
0.006275 0.00115 0.000258 14 58515.999222407
0.00626 0.00116 0.000257 14 58516.999222407
0.006515 0.00116 0.000258 14 58517.999222407
0.00691 0.00119 0.000259 14 58518.999222407
0.0069 0.00117 0.000262 14 58519.999222407
0.00736 0.00118 0.000264 14 58520.999222407
0.00559 0.00116 0.00026 14 58521.999222407
0.00625 0.00116 0.000258 14 58522.999222407
0.00691 0.00115 0.00026 14 58523.999222407
0.006675 0.00115 0.000257 14 58524.999222407
0.006625 0.00115 0.000259 14 58525.999222407
0.00625 0.00117 0.000259 14 58526.999222407
0.00625 0.00117 0.000259 14 58527.999222407
0.00667 0.00117 0.00026 14 58528.999222407
0.00625 0.00116 0.000262 14 58529.999222407
0.00658 0.00117 0.00026 14 58530.999222407
0.0069 0.00117 0.000261 14 58531.999222407
0.00651 0.00118 0.00026 14 58532.999222407
0.00691 0.00118 0.00026 14 58533.999222407
0.0069 0.00119 0.000263 14 58534.999222407
0.006895 0.0012 0.000268 14 58535.999222407
0.0069 0.00119 0.000265 14 58536.999222407
0.00755 0.0012 0.000266 14 58537.999222407
0.00712 0.00119 0.000266 14 58538.999222407
0.007464999999999999 0.0012 0.000266 14 58539.999222407
0.0069 0.00119 0.000266 14 58540.999222407
0.0069 0.00118 0.000265 14 58541.999222407
0.00559 0.00118 0.000265 14 58542.999222407
0.006505 0.00117 0.00026 14 58543.999222407
0.0064 0.00117 0.000261 14 58544.999222407
0.00689 0.00118 0.000266 14 58545.999222407
0.0069 0.00119 0.000266 14 58546.999222407
0.0069 0.00119 0.000266 14 58547.999222407
0.00744 0.00118 0.000266 14 58548.999222407
0.00756 0.00119 0.000263 14 58549.999222407
0.00689 0.00119 0.000269 14 58550.999222407
0.00689 0.0012 0.000269 14 58551.999222407
0.00702 0.00121 0.000267 14 58552.999222407
0.00755 0.00119 0.000267 14 58553.999222407
0.0069 0.00116 0.000265 14 58554.999222407
0.00654 0.00117 0.000265 14 58555.999222407
0.006945 0.00117 0.000262 14 58556.999222407
0.00733 0.00118 0.000262 14 58557.999222407
0.00685 0.00118 0.000262 14 58558.999222407
0.006835 0.00117 0.00026 14 58559.999222407
0.00691 0.00117 0.000265 14 58560.999222407
0.0069 0.001175 0.000265 14 58561.999222407
0.00755 0.00119 0.000266 14 58562.999222407
0.00745 0.0012 0.000266 14 58563.999222407
0.0069 0.00119 0.000267 14 58564.999222407
0.00741 0.00119 0.000272 14 58565.999222407
0.00754 0.00122 0.000272 14 58566.999222407
0.00689 0.00121 0.000269 14 58567.999222407
0.00723 0.00119 0.000266 14 58568.999222407
0.00689 0.00118 0.000266 14 58569.999222407
0.00694 0.00118 0.000264 14 58570.999222407
0.00625 0.00119 0.000262 14 58571.999222407
0.00691 0.00118 0.000261 14 58572.999222407
0.00691 0.00119 0.000262 14 58573.999222407
0.0069 0.00117 0.000262 14 58574.999222407
0.0063 0.00119 0.000263 14 58575.999222407
0.0069 0.00119 0.000263 14 58576.999222407
0.0069 0.00119 0.000266 14 58577.999222407
0.00689 0.00119 0.000266 14 58578.999222407
0.007075 0.00121 0.000269 14 58579.999222407
0.00753 0.00121 0.000269 14 58580.999222407
0.00754 0.00119 0.000269 14 58581.999222407
0.00689 0.0012 0.00027 14 58582.999222407
0.00689 0.0012 0.000268 14 58583.999222407
0.00682 0.00118 0.000263 14 58584.999222407
0.00705 0.00119 0.000264 14 58585.999222407
0.00624 0.00118 0.000264 14 58586.999222407
0.00676 0.0012 0.000264 14 58587.999222407
0.0062450000000000006 0.00118 0.000265 14 58588.999222407
0.00744 0.00119 0.000263 14 58589.999222407
0.00756 0.00119 0.000263 14 58590.999222407
0.007055 0.0012 0.000263 14 58591.999222407
0.00657 0.00118 0.000264 14 58592.999222407
0.00756 0.0012 0.000265 14 58593.999222407
0.00675 0.0012 0.000265 14 58594.999222407
0.0063750000000000005 0.0012 0.000265 14 58595.999222407
0.0069 0.00119 0.000266 14 58596.999222407
0.0069 0.00118 0.000266 14 58597.999222407
0.0069 0.00119 0.000267 14 58598.999222407
0.00719 0.00118 0.000267 14 58599.999222407
0.006425 0.00118 0.000266 14 58600.999222407
0.00624 0.00119 0.000265 14 58601.999222407
0.0069 0.0012 0.000265 14 58602.999222407
0.0069 0.0012 0.000265 14 58603.999222407
0.0069 0.0012 0.000264 14 58604.999222407
0.006565 0.00119 0.00026 14 58605.999222407
0.0069 0.00118 0.000263 14 58606.999222407
0.00681 0.00118 0.000263 14 58607.999222407
0.00617 0.00118 0.000264 14 58608.999222407
0.00625 0.00117 0.000264 14 58609.999222407
0.0069 0.00117 0.000262 14 58610.999222407
0.00559 0.00116 0.00026 14 58611.999222407
-100000.0 -100000.0 -100000.0 14 58612.999222407
0.0055049999999999995 0.00116 0.000257 14 58613.999222407
0.0053 0.00113 0.000249 14 58614.999222407
0.00562 0.00112 0.000249 14 58615.999222407
0.0050349999999999995 0.00112 0.000249 14 58616.999222407
0.00562 0.00112 0.000249 14 58617.999222407
0.00496 0.00112 0.000249 14 58618.999222407
0.00562 0.00111 0.00025 14 58619.999222407
0.00558 0.00111 0.00025 14 58620.999222407
0.005615 0.00112 0.000253 14 58621.999222407
0.00627 0.00112 0.000253 14 58622.999222407
0.0013 0.00114 0.000253 14 58623.999222407
0.006305 0.00115 0.000256 14 58624.999222407
0.006735 0.00115 0.000256 14 58625.999222407
0.0065249999999999996 0.00118 0.00026 14 58626.999222407
0.00626 0.00116 0.000257 14 58627.999222407
0.00626 0.00117 0.000257 14 58628.999222407
0.0062699999999999995 0.00117 0.000261 14 58629.999222407
0.006605 0.00117 0.000262 14 58630.999222407
0.006425 0.00117 0.00026 14 58631.999222407
0.0061600000000000005 0.00117 0.00026 14 58632.999222407
0.00493 0.00117 0.000261 14 58633.999222407
0.00625 0.00117 0.000261 14 58634.999222407
0.00659 0.00117 0.000258 14 58635.999222407
0.00641 0.00117 0.000262 14 58636.999222407
0.0065450000000000005 0.00118 0.000263 14 58637.999222407
0.0069 0.00118 0.000263 14 58638.999222407
0.0062450000000000006 0.00118 0.000261 14 58639.999222407
0.0064150000000000006 0.00119 0.000265 14 58640.999222407
0.00624 0.00119 0.000263 14 58641.999222407
0.00624 0.00117 0.000263 14 58642.999222407
0.006875 0.00117 0.000262 14 58643.999222407
0.0068249999999999995 0.0012 0.000262 14 58644.999222407
0.00719 0.00119 0.000267 14 58645.999222407
0.00755 0.0012 0.000266 14 58646.999222407
0.00624 0.0012 0.000264 14 58647.999222407
0.00625 0.00115 0.00026 14 58648.999222407
0.0056 0.00117 0.000258 14 58649.999222407
0.00691 0.00117 0.000258 14 58650.999222407
0.00624 0.00117 0.000263 14 58651.999222407
0.00625 0.00119 0.000262 14 58652.999222407
0.00624 0.00121 0.000263 14 58653.999222407
0.00665 0.00119 0.000265 14 58654.999222407
0.00691 0.00119 0.00026 14 58655.999222407
0.006725 0.0012 0.000265 14 58656.999222407
0.007520000000000001 0.00121 0.000265 14 58657.999222407
0.00689 0.0012 0.000268 14 58658.999222407
0.00689 0.0012 0.000267 14 58659.999222407
0.00689 0.00121 0.000268 14 58660.999222407
0.00624 0.0012 0.000265 14 58661.999222407
0.0069 0.00121 0.000264 14 58662.999222407
0.00624 0.0012 0.000266 14 58663.999222407
0.006614999999999999 0.0012 0.000262 14 58664.999222407
0.0064 0.00118 0.000262 14 58665.999222407
0.0069 0.00119 0.000261 14 58666.999222407
0.0069 0.00118 0.000264 14 58667.999222407
0.0069 0.00118 0.000266 14 58668.999222407
0.0069 0.00118 0.000263 14 58669.999222407
0.00624 0.00119 0.000264 14 58670.999222407
0.0184 0.0189 0.00566 15 58671.999222407
0.0177 0.0184 0.00552 15 58672.999222407
0.0174 0.0185 0.00545 15 58673.999222407
0.017300000000000003 0.0186 0.00545 15 58674.999222407
0.0184 0.0185 0.00552 15 58675.999222407
0.0184 0.0185 0.00542 15 58676.999222407
0.0177 0.0185 0.00556 15 58677.999222407
0.0177 0.0187 0.00556 15 58678.999222407
0.0177 0.0187 0.00545 15 58679.999222407
0.0217 0.0181 0.00596 15 58680.999222407
0.0217 0.0187 0.00593 15 58681.999222407
0.0217 0.0189 0.006 15 58682.999222407
0.0223 0.0189 0.00596 15 58683.999222407
0.0217 0.0187 0.0060149999999999995 15 58684.999222407
0.023 0.0189 0.00606 15 58685.999222407
0.0223 0.0187 0.00606 15 58686.999222407
0.0223 0.0189 0.006045 15 58687.999222407
0.0217 0.0191 0.0060149999999999995 15 58688.999222407
0.02225 0.0189 0.00603 15 58689.999222407
0.0223 0.0188 0.0061 15 58690.999222407
0.0223 0.0185 0.00606 15 58691.999222407
0.0217 0.0185 0.00596 15 58692.999222407
0.0217 0.0187 0.00596 15 58693.999222407
0.0223 0.0185 0.00593 15 58694.999222407
0.0223 0.0183 0.00589 15 58695.999222407
0.0217 0.0183 0.00593 15 58696.999222407
0.0223 0.0187 0.00603 15 58697.999222407
0.0223 0.0188 0.006 15 58698.999222407
0.0223 0.0181 0.00586 15 58699.999222407
0.0217 0.0185 0.00596 15 58700.999222407
0.0223 0.0184 0.00589 15 58701.999222407
0.0223 0.0183 0.00593 15 58702.999222407
0.0217 0.0183 0.00593 15 58703.999222407
0.0217 0.0183 0.00593 15 58704.999222407
0.0223 0.0183 0.005945000000000001 15 58705.999222407
0.023 0.0185 0.00593 15 58706.999222407
0.0223 0.0187 0.00596 15 58707.999222407
0.0223 0.0185 0.006 15 58708.999222407
0.0223 0.0186 0.005945000000000001 15 58709.999222407
0.0223 0.0186 0.00589 15 58710.999222407
0.022 0.0186 0.00593 15 58711.999222407
0.0223 0.0185 0.00589 15 58712.999222407
0.0223 0.0189 0.00606 15 58713.999222407
0.0223 0.0185 0.006 15 58714.999222407
0.02225 0.0187 0.00606 15 58715.999222407
0.0223 0.0186 0.00606 15 58716.999222407
0.0223 0.0185 0.0061 15 58717.999222407
0.022 0.0189 0.0061 15 58718.999222407
0.023 0.0191 0.00608 15 58719.999222407
0.02265 0.0193 0.006045 15 58720.999222407
0.0223 0.019 0.0061 15 58721.999222407
0.0223 0.0187 0.00603 15 58722.999222407
0.0223 0.0189 0.006 15 58723.999222407
0.0223 0.0189 0.00603 15 58724.999222407
0.0217 0.0183 0.00596 15 58725.999222407
0.0217 0.0185 0.00583 15 58726.999222407
0.021 0.0181 0.00579 15 58727.999222407
0.0217 0.0183 0.00583 15 58728.999222407
0.0217 0.0184 0.00593 15 58729.999222407
0.022 0.0183 0.00596 15 58730.999222407
0.023 0.0185 0.00593 15 58731.999222407
0.023 0.0187 0.00606 15 58732.999222407
0.023 0.0191 0.006 15 58733.999222407
0.0217 0.0189 0.00606 15 58734.999222407
0.0223 0.0193 0.0061 15 58735.999222407
0.023 0.0191 0.0061 15 58736.999222407
0.0217 0.0189 0.00606 15 58737.999222407
0.023 0.0189 0.00606 15 58738.999222407
0.0223 0.0187 0.00606 15 58739.999222407
0.023 0.0189 0.006 15 58740.999222407
0.023 0.0185 0.006 15 58741.999222407
0.0223 0.0187 0.00606 15 58742.999222407
0.0223 0.0189 0.0061 15 58743.999222407
0.023 0.0191 0.0061 15 58744.999222407
0.023 0.0189 0.00608 15 58745.999222407
0.023 0.0191 0.006 15 58746.999222407
0.0223 0.0193 0.0061 15 58747.999222407
0.0223 0.0189 0.0061 15 58748.999222407
0.023 0.0191 0.00613 15 58749.999222407
0.0223 0.0191 0.0061 15 58750.999222407
0.023 0.0193 0.00613 15 58751.999222407
0.0223 0.0191 0.00608 15 58752.999222407
0.0223 0.0189 0.00603 15 58753.999222407
0.0223 0.0187 0.00603 15 58754.999222407
0.0223 0.0187 0.00606 15 58755.999222407
0.0223 0.0187 0.006 15 58756.999222407
0.022 0.0187 0.005945000000000001 15 58757.999222407
0.0223 0.0189 0.00603 15 58758.999222407
0.0223 0.0187 0.00603 15 58759.999222407
0.02265 0.0189 0.00603 15 58760.999222407
0.0223 0.0187 0.00596 15 58761.999222407
0.0223 0.0187 0.00593 15 58762.999222407
0.0223 0.0184 0.00596 15 58763.999222407
0.0223 0.0189 0.0061 15 58764.999222407
0.022 0.0187 0.0060149999999999995 15 58765.999222407
0.023 0.0189 0.0061 15 58766.999222407
0.023 0.0193 0.00606 15 58767.999222407
0.023 0.019 0.00606 15 58768.999222407
0.023 0.0187 0.0061 15 58769.999222407
0.0217 0.0187 0.00603 15 58770.999222407
0.0223 0.0187 0.00603 15 58771.999222407
0.0223 0.0186 0.00596 15 58772.999222407
0.02265 0.0187 0.00603 15 58773.999222407
0.023 0.0187 0.00606 15 58774.999222407
0.0223 0.019200000000000002 0.00606 15 58775.999222407
0.023 0.0189 0.0061 15 58776.999222407
0.023 0.0189 0.006045 15 58777.999222407
0.0223 0.0189 0.00617 15 58778.999222407
0.0223 0.0189 0.0061 15 58779.999222407
